"mo-fr 06:00-19:00, sa 07:00-15:00",valid,,oh string not OK. Check the commas and semi colons.
mo-fr 06:00-19:00; sa 07:00-17:00; su 08:00-16:00,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 6, 0), datetime.datetime(1900, 1, 1, 19, 0)]], [['sa'], [datetime.datetime(1900, 1, 1, 7, 0), datetime.datetime(1900, 1, 1, 17, 0)]], [['su'], [datetime.datetime(1900, 1, 1, 8, 0), datetime.datetime(1900, 1, 1, 16, 0)]]]"
mo-fr 06:00-20:00;sa 06:00-17:00;su 08:00-17:00,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 6, 0), datetime.datetime(1900, 1, 1, 20, 0)]], [['sa'], [datetime.datetime(1900, 1, 1, 6, 0), datetime.datetime(1900, 1, 1, 17, 0)]], [['su'], [datetime.datetime(1900, 1, 1, 8, 0), datetime.datetime(1900, 1, 1, 17, 0)]]]"
mo-fr 06.00-21.00 sa 07.00-21.00 so 08.00-21.00,invalid
mo-fr 06:30-18:00,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 6, 30), datetime.datetime(1900, 1, 1, 18, 0)]]]"
mo-fr 06:30-18:30; sa 06:30-13:00; su 08:00-12:30,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 6, 30), datetime.datetime(1900, 1, 1, 18, 30)]], [['sa'], [datetime.datetime(1900, 1, 1, 6, 30), datetime.datetime(1900, 1, 1, 13, 0)]], [['su'], [datetime.datetime(1900, 1, 1, 8, 0), datetime.datetime(1900, 1, 1, 12, 30)]]]"
mo-fr 06:30-18:30; sa 06:30-17:00; su 07:30-17:00,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 6, 30), datetime.datetime(1900, 1, 1, 18, 30)]], [['sa'], [datetime.datetime(1900, 1, 1, 6, 30), datetime.datetime(1900, 1, 1, 17, 0)]], [['su'], [datetime.datetime(1900, 1, 1, 7, 30), datetime.datetime(1900, 1, 1, 17, 0)]]]"
mo-fr 06:30-18:30; sa 07:00-16:00,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 6, 30), datetime.datetime(1900, 1, 1, 18, 30)]], [['sa'], [datetime.datetime(1900, 1, 1, 7, 0), datetime.datetime(1900, 1, 1, 16, 0)]]]"
"mo-fr 06:30-18:30; sa 07:00-17:00; su 08:30-10:30, 15:00-17:00",valid,open,"[[['mo', 'tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 6, 30), datetime.datetime(1900, 1, 1, 18, 30)]], [['sa'], [datetime.datetime(1900, 1, 1, 7, 0), datetime.datetime(1900, 1, 1, 17, 0)]], [['su'], [datetime.datetime(1900, 1, 1, 8, 30), datetime.datetime(1900, 1, 1, 10, 30)], [datetime.datetime(1900, 1, 1, 15, 0), datetime.datetime(1900, 1, 1, 17, 0)]]]"
"mo-fr 06:30-18:30; sa,su 07:00-17:00",valid,open,"[[['mo', 'tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 6, 30), datetime.datetime(1900, 1, 1, 18, 30)]], [['sa', 'su'], [datetime.datetime(1900, 1, 1, 7, 0), datetime.datetime(1900, 1, 1, 17, 0)]]]"
mo-fr 06:30-19:00; sa 07:00-15:00; su 08:00-14:00,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 6, 30), datetime.datetime(1900, 1, 1, 19, 0)]], [['sa'], [datetime.datetime(1900, 1, 1, 7, 0), datetime.datetime(1900, 1, 1, 15, 0)]], [['su'], [datetime.datetime(1900, 1, 1, 8, 0), datetime.datetime(1900, 1, 1, 14, 0)]]]"
mo-fr 06:30-20:00; sa 07:30-20:00,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 6, 30), datetime.datetime(1900, 1, 1, 20, 0)]], [['sa'], [datetime.datetime(1900, 1, 1, 7, 30), datetime.datetime(1900, 1, 1, 20, 0)]]]"
mo-fr 06:30-22:00; sa 07:00-18:00; su 08:00-17:00,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 6, 30), datetime.datetime(1900, 1, 1, 22, 0)]], [['sa'], [datetime.datetime(1900, 1, 1, 7, 0), datetime.datetime(1900, 1, 1, 18, 0)]], [['su'], [datetime.datetime(1900, 1, 1, 8, 0), datetime.datetime(1900, 1, 1, 17, 0)]]]"
"mo-fr 06:30-22:30, sa 06:30-20:00, su 10:00-22:30",valid,,oh string not OK. Check the commas and semi colons.
"mo-fr 06:30-23:30, sa 08:00-23:30, su 09:00-23:30",valid,,oh string not OK. Check the commas and semi colons.
mo-fr 06:30-23:30; sa-su 07:00-23:30,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 6, 30), datetime.datetime(1900, 1, 1, 23, 30)]], [['sa', 'su'], [datetime.datetime(1900, 1, 1, 7, 0), datetime.datetime(1900, 1, 1, 23, 30)]]]"
mo–fr 07:00–01:00; sa 11:00–24:00; su 10:30–24:00,invalid
"mo-fr 07:00-12:00,13:00-18:00;sa 08:00-12:00",valid,open,"[[['mo', 'tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 7, 0), datetime.datetime(1900, 1, 1, 12, 0)], [datetime.datetime(1900, 1, 1, 13, 0), datetime.datetime(1900, 1, 1, 18, 0)]], [['sa'], [datetime.datetime(1900, 1, 1, 8, 0), datetime.datetime(1900, 1, 1, 12, 0)]]]"
mo-fr 07:00-15:00,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 7, 0), datetime.datetime(1900, 1, 1, 15, 0)]]]"
mo-fr 07:00-17:30,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 7, 0), datetime.datetime(1900, 1, 1, 17, 30)]]]"
mo-fr 07:00-18:00; sa 07:00-16:00; su 08:00-12:00,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 7, 0), datetime.datetime(1900, 1, 1, 18, 0)]], [['sa'], [datetime.datetime(1900, 1, 1, 7, 0), datetime.datetime(1900, 1, 1, 16, 0)]], [['su'], [datetime.datetime(1900, 1, 1, 8, 0), datetime.datetime(1900, 1, 1, 12, 0)]]]"
"mo-fr 07:00-18:00; sa 08:00-16:00; su, ph off",valid,open,"[[['mo', 'tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 7, 0), datetime.datetime(1900, 1, 1, 18, 0)]], [['sa'], [datetime.datetime(1900, 1, 1, 8, 0), datetime.datetime(1900, 1, 1, 16, 0)]]]"
mo-fr 07:00-18:30; sa 07:00-16:00,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 7, 0), datetime.datetime(1900, 1, 1, 18, 30)]], [['sa'], [datetime.datetime(1900, 1, 1, 7, 0), datetime.datetime(1900, 1, 1, 16, 0)]]]"
"mo-fr 07:00-18:30, sa 8:30-16:00",valid,,oh string not OK. Check the commas and semi colons.
mo-fr 07:00-19:00,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 7, 0), datetime.datetime(1900, 1, 1, 19, 0)]]]"
mo-fr 07:00-19:00;sa 07:00-17:00,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 7, 0), datetime.datetime(1900, 1, 1, 19, 0)]], [['sa'], [datetime.datetime(1900, 1, 1, 7, 0), datetime.datetime(1900, 1, 1, 17, 0)]]]"
mo-fr 07:00-19:00; sa 07:00-17:00; su 08:30-16:00,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 7, 0), datetime.datetime(1900, 1, 1, 19, 0)]], [['sa'], [datetime.datetime(1900, 1, 1, 7, 0), datetime.datetime(1900, 1, 1, 17, 0)]], [['su'], [datetime.datetime(1900, 1, 1, 8, 30), datetime.datetime(1900, 1, 1, 16, 0)]]]"
mo-fr 07:00-19:00; sa 07:30-17:00; su off,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 7, 0), datetime.datetime(1900, 1, 1, 19, 0)]], [['sa'], [datetime.datetime(1900, 1, 1, 7, 30), datetime.datetime(1900, 1, 1, 17, 0)]]]"
mo-fr 07:00-19:00; sa 08:00-12:00,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 7, 0), datetime.datetime(1900, 1, 1, 19, 0)]], [['sa'], [datetime.datetime(1900, 1, 1, 8, 0), datetime.datetime(1900, 1, 1, 12, 0)]]]"
"mo-fr 07:00-19:00, sa 08:00-16:00; su 08:00-14:00",valid,,oh string not OK. Check the commas and semi colons.
mo-fr 07:00-19:00; sa 09:00-17:00,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 7, 0), datetime.datetime(1900, 1, 1, 19, 0)]], [['sa'], [datetime.datetime(1900, 1, 1, 9, 0), datetime.datetime(1900, 1, 1, 17, 0)]]]"
mo-fr 07:00-19:30; sa 09:00-18:00; su 10:00-18:00,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 7, 0), datetime.datetime(1900, 1, 1, 19, 30)]], [['sa'], [datetime.datetime(1900, 1, 1, 9, 0), datetime.datetime(1900, 1, 1, 18, 0)]], [['su'], [datetime.datetime(1900, 1, 1, 10, 0), datetime.datetime(1900, 1, 1, 18, 0)]]]"
mo-fr 07:00-20:00; ph off,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 7, 0), datetime.datetime(1900, 1, 1, 20, 0)]]]"
mo-fr 07:00-20:00; sa 09:00-14:00,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 7, 0), datetime.datetime(1900, 1, 1, 20, 0)]], [['sa'], [datetime.datetime(1900, 1, 1, 9, 0), datetime.datetime(1900, 1, 1, 14, 0)]]]"
mo-fr 07:00-21:00; sa 07:00-12:15,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 7, 0), datetime.datetime(1900, 1, 1, 21, 0)]], [['sa'], [datetime.datetime(1900, 1, 1, 7, 0), datetime.datetime(1900, 1, 1, 12, 15)]]]"
mo-fr 07:00-21:00; sa 08:00-15:00; ph off,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 7, 0), datetime.datetime(1900, 1, 1, 21, 0)]], [['sa'], [datetime.datetime(1900, 1, 1, 8, 0), datetime.datetime(1900, 1, 1, 15, 0)]]]"
mo-fr 07:00-21:00; sa 08:00-21:00,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 7, 0), datetime.datetime(1900, 1, 1, 21, 0)]], [['sa'], [datetime.datetime(1900, 1, 1, 8, 0), datetime.datetime(1900, 1, 1, 21, 0)]]]"
"mo-fr 07:00-21:00, sa 08:00-21:00; su 09:00-20:00",valid,,oh string not OK. Check the commas and semi colons.
mo-fr 07:00-21:00; sa 09:00-16:00; su 12:00-15:00,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 7, 0), datetime.datetime(1900, 1, 1, 21, 0)]], [['sa'], [datetime.datetime(1900, 1, 1, 9, 0), datetime.datetime(1900, 1, 1, 16, 0)]], [['su'], [datetime.datetime(1900, 1, 1, 12, 0), datetime.datetime(1900, 1, 1, 15, 0)]]]"
mo-fr 07:00-21:15; sa-so 08:30-18:15,invalid
mo-fr 07:00-22:00;sa-su 09:00-18:00,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 7, 0), datetime.datetime(1900, 1, 1, 22, 0)]], [['sa', 'su'], [datetime.datetime(1900, 1, 1, 9, 0), datetime.datetime(1900, 1, 1, 18, 0)]]]"
mo-fr 07:00-23:00; sa 08:00-23:00; su 09:00-18:00,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 7, 0), datetime.datetime(1900, 1, 1, 23, 0)]], [['sa'], [datetime.datetime(1900, 1, 1, 8, 0), datetime.datetime(1900, 1, 1, 23, 0)]], [['su'], [datetime.datetime(1900, 1, 1, 9, 0), datetime.datetime(1900, 1, 1, 18, 0)]]]"
mo-fr 07:15-16:30; sa 07:15-14:00,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 7, 15), datetime.datetime(1900, 1, 1, 16, 30)]], [['sa'], [datetime.datetime(1900, 1, 1, 7, 15), datetime.datetime(1900, 1, 1, 14, 0)]]]"
"mo-fr 07:30-12:00, 13:00-17:00",valid,open,"[[['mo', 'tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 7, 30), datetime.datetime(1900, 1, 1, 12, 0)], [datetime.datetime(1900, 1, 1, 13, 0), datetime.datetime(1900, 1, 1, 17, 0)]]]"
"mo-fr 07:30-12:00,13:00-18:30; sa 09:00-16:00; jul 4-sep 1 sa 09:00-14:00",invalid
"mo-fr 07:30-12:00, 13:45-18:00; sa 09:00-12:00",valid,open,"[[['mo', 'tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 7, 30), datetime.datetime(1900, 1, 1, 12, 0)], [datetime.datetime(1900, 1, 1, 13, 45), datetime.datetime(1900, 1, 1, 18, 0)]], [['sa'], [datetime.datetime(1900, 1, 1, 9, 0), datetime.datetime(1900, 1, 1, 12, 0)]]]"
"mo-fr 07:30-12:00,13:45-18:00; sa 09:00-12:00",valid,open,"[[['mo', 'tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 7, 30), datetime.datetime(1900, 1, 1, 12, 0)], [datetime.datetime(1900, 1, 1, 13, 45), datetime.datetime(1900, 1, 1, 18, 0)]], [['sa'], [datetime.datetime(1900, 1, 1, 9, 0), datetime.datetime(1900, 1, 1, 12, 0)]]]"
"mo-fr 07:30-12:00,14:00-18:00; th 07:30-12:00",valid,closed,"[[['mo', 'tu', 'we', 'fr'], [datetime.datetime(1900, 1, 1, 7, 30), datetime.datetime(1900, 1, 1, 12, 0)], [datetime.datetime(1900, 1, 1, 14, 0), datetime.datetime(1900, 1, 1, 18, 0)]], [['th'], [datetime.datetime(1900, 1, 1, 7, 30), datetime.datetime(1900, 1, 1, 12, 0)]]]"
"mo-fr 07:30-12:30,13:30-18:30; sa 09:00-16:00",valid,open,"[[['mo', 'tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 7, 30), datetime.datetime(1900, 1, 1, 12, 30)], [datetime.datetime(1900, 1, 1, 13, 30), datetime.datetime(1900, 1, 1, 18, 30)]], [['sa'], [datetime.datetime(1900, 1, 1, 9, 0), datetime.datetime(1900, 1, 1, 16, 0)]]]"
